""	"task"	"year"	"num_dataset_births"	"num_papers_adopting"	"num_dataset_homegrown"	"num_dataset_imports"	"num_papers_growing"	"size"	"task_age"	"adoption_ratio"	"creation_ratio"	"adoption_pct"	"creation_pct"	"pwc_size"	"CV"	"NLP"	"Methodology"
"2169"	"Multiple Object Tracking"	"2020.0"	"0.0"	"34.0"	"0.0"	"12.0"	"0.0"	"34.0"	"2009.0"	"inf"	"0.0"	"1.0"	"0.0"	"63637"	"1"	"0"	"0"
"2170"	"Multiple Object Tracking"	"2021.0"	"0.0"	"23.0"	"0.0"	"0.0"	"0.0"	"23.0"	"2009.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"2171"	"Multivariate Time Series Forecasting"	"2016.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2016.0"	"inf"	""	"1.0"	""	"17276"	"0"	"0"	"1"
"2172"	"Multivariate Time Series Forecasting"	"2018.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2016.0"	"inf"	""	"1.0"	""	"36754"	"0"	"0"	"1"
"2173"	"Multivariate Time Series Forecasting"	"2019.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2016.0"	"inf"	""	"1.0"	""	"49025"	"0"	"0"	"1"
"2174"	"Multivariate Time Series Imputation"	"2016.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2010.0"	"inf"	""	"1.0"	""	"17276"	"1"	"0"	"0"
"2175"	"Multivariate Time Series Imputation"	"2018.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2010.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"0"
"2176"	"Multivariate Time Series Imputation"	"2019.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2010.0"	"inf"	""	"1.0"	""	"49025"	"1"	"0"	"0"
"2177"	"Music Auto-Tagging"	"2021.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2015.0"	"inf"	""	"1.0"	""	"37713"	"0"	"0"	"0"
"2178"	"Music Classification"	"2020.0"	"0.0"	"2.0"	"0.0"	"1.0"	"0.0"	"2.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"63637"	"0"	"0"	"0"
"2179"	"Music Generation"	"2020.0"	"0.0"	"3.0"	"0.0"	"3.0"	"3.0"	"6.0"	"2012.0"	"1.0"	"0.0"	"0.5"	"0.0"	"63637"	"0"	"0"	"0"
"2180"	"Music Modeling"	"2015.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2014.0"	"inf"	""	"1.0"	""	"12115"	"0"	"0"	"0"
"2181"	"Music Modeling"	"2017.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2014.0"	"inf"	""	"1.0"	""	"23430"	"0"	"0"	"0"
"2182"	"Music Modeling"	"2018.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2014.0"	"inf"	""	"1.0"	""	"36754"	"0"	"0"	"0"
"2183"	"Music Modeling"	"2019.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2014.0"	"inf"	""	"1.0"	""	"49025"	"0"	"0"	"0"
"2184"	"Myocardial infarction detection"	"2014.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2014.0"	"inf"	""	"1.0"	""	"9766"	"0"	"0"	"1"
"2185"	"Myocardial infarction detection"	"2017.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2014.0"	"inf"	""	"1.0"	""	"23430"	"0"	"0"	"1"
"2186"	"Myocardial infarction detection"	"2018.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2014.0"	"inf"	""	"1.0"	""	"36754"	"0"	"0"	"1"
"2187"	"Myocardial infarction detection"	"2019.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2014.0"	"inf"	""	"1.0"	""	"49025"	"0"	"0"	"1"
"2188"	"NLP based Person Retrival"	"2017.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2017.0"	"inf"	""	"1.0"	""	"23430"	"0"	"0"	"0"
"2189"	"Natural Language Inference"	"2017.0"	"0.0"	"3.0"	"0.0"	"0.0"	"69.0"	"72.0"	"2009.0"	"0.043478260869565216"	""	"0.041666666666666664"	""	"23430"	"0"	"1"	"0"
"2190"	"Natural Language Inference"	"2021.0"	"0.0"	"27.0"	"0.0"	"0.0"	"106.0"	"133.0"	"2009.0"	"0.25471698113207547"	""	"0.20300751879699247"	""	"37713"	"0"	"1"	"0"
"2191"	"Natural Language Inference (Few-Shot)"	"2021.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2021.0"	"inf"	""	"1.0"	""	"37713"	"0"	"0"	"0"
"2192"	"Natural Language Inference (One-Shot)"	"2021.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2021.0"	"inf"	""	"1.0"	""	"37713"	"0"	"0"	"0"
"2193"	"Natural Language Inference (Zero-Shot)"	"2021.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2021.0"	"inf"	""	"1.0"	""	"37713"	"0"	"0"	"0"
"2194"	"Natural Language Moment Retrieval"	"2018.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2018.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"0"
"2195"	"Natural Language Understanding"	"2021.0"	"0.0"	"4.0"	"0.0"	"8.0"	"41.0"	"45.0"	"2012.0"	"0.0975609756097561"	"0.0"	"0.08888888888888889"	"0.0"	"37713"	"0"	"1"	"0"
"2196"	"Network Embedding"	"2019.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2014.0"	"inf"	""	"1.0"	""	"49025"	"0"	"0"	"1"
"2197"	"Network Pruning"	"2015.0"	"0.0"	"5.0"	"0.0"	"0.0"	"0.0"	"5.0"	"2015.0"	"inf"	""	"1.0"	""	"12115"	"0"	"0"	"1"
"2198"	"Network Pruning"	"2016.0"	"0.0"	"8.0"	"0.0"	"0.0"	"0.0"	"8.0"	"2015.0"	"inf"	""	"1.0"	""	"17276"	"0"	"0"	"1"
"2199"	"Network Pruning"	"2017.0"	"0.0"	"24.0"	"0.0"	"0.0"	"0.0"	"24.0"	"2015.0"	"inf"	""	"1.0"	""	"23430"	"0"	"0"	"1"
"2200"	"Network Pruning"	"2018.0"	"0.0"	"57.0"	"0.0"	"0.0"	"0.0"	"57.0"	"2015.0"	"inf"	""	"1.0"	""	"36754"	"0"	"0"	"1"
"2201"	"Network Pruning"	"2019.0"	"0.0"	"110.0"	"0.0"	"0.0"	"0.0"	"110.0"	"2015.0"	"inf"	""	"1.0"	""	"49025"	"0"	"0"	"1"
"2202"	"Network Pruning"	"2020.0"	"0.0"	"179.0"	"0.0"	"24.0"	"0.0"	"179.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"63637"	"0"	"0"	"1"
"2203"	"Network Pruning"	"2021.0"	"0.0"	"85.0"	"0.0"	"0.0"	"0.0"	"85.0"	"2015.0"	"inf"	""	"1.0"	""	"37713"	"0"	"0"	"1"
"2204"	"Neural Architecture Search"	"2016.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2006.0"	"inf"	""	"1.0"	""	"17276"	"0"	"0"	"1"
"2205"	"Neural Architecture Search"	"2017.0"	"0.0"	"46.0"	"0.0"	"0.0"	"0.0"	"46.0"	"2006.0"	"inf"	""	"1.0"	""	"23430"	"0"	"0"	"1"
"2206"	"Neural Architecture Search"	"2018.0"	"0.0"	"114.0"	"0.0"	"0.0"	"5.0"	"119.0"	"2006.0"	"22.8"	""	"0.957983193277311"	""	"36754"	"0"	"0"	"1"
"2207"	"Neural Architecture Search"	"2019.0"	"0.0"	"425.0"	"0.0"	"0.0"	"18.0"	"443.0"	"2006.0"	"23.61111111111111"	""	"0.9593679458239278"	""	"49025"	"0"	"0"	"1"
"2208"	"Neural Architecture Search"	"2020.0"	"0.0"	"555.0"	"0.0"	"35.0"	"67.0"	"622.0"	"2006.0"	"8.283582089552239"	"0.0"	"0.8922829581993569"	"0.0"	"63637"	"0"	"0"	"1"
"2209"	"Neural Architecture Search"	"2021.0"	"0.0"	"265.0"	"0.0"	"0.0"	"50.0"	"315.0"	"2006.0"	"5.3"	""	"0.8412698412698413"	""	"37713"	"0"	"0"	"1"
"2210"	"Neural Network Compression"	"2015.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2015.0"	"inf"	""	"1.0"	""	"12115"	"0"	"0"	"1"
"2211"	"Neural Network Compression"	"2017.0"	"0.0"	"7.0"	"0.0"	"0.0"	"0.0"	"7.0"	"2015.0"	"inf"	""	"1.0"	""	"23430"	"0"	"0"	"1"
"2212"	"Neural Network Compression"	"2018.0"	"0.0"	"27.0"	"0.0"	"0.0"	"0.0"	"27.0"	"2015.0"	"inf"	""	"1.0"	""	"36754"	"0"	"0"	"1"
"2213"	"Neural Network Compression"	"2019.0"	"0.0"	"50.0"	"0.0"	"0.0"	"0.0"	"50.0"	"2015.0"	"inf"	""	"1.0"	""	"49025"	"0"	"0"	"1"
"2214"	"Neural Network Compression"	"2020.0"	"0.0"	"39.0"	"0.0"	"11.0"	"0.0"	"39.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"63637"	"0"	"0"	"1"
"2215"	"Neural Network Compression"	"2021.0"	"0.0"	"26.0"	"0.0"	"0.0"	"0.0"	"26.0"	"2015.0"	"inf"	""	"1.0"	""	"37713"	"0"	"0"	"1"
"2216"	"Neural Rendering"	"2019.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2018.0"	"inf"	""	"1.0"	""	"49025"	"1"	"0"	"0"
"2217"	"Neural Rendering"	"2020.0"	"0.0"	"3.0"	"0.0"	"4.0"	"0.0"	"3.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"63637"	"1"	"0"	"0"
"2218"	"Neural Rendering"	"2021.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2018.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"2219"	"No-Reference Image Quality Assessment"	"2019.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2013.0"	"inf"	""	"1.0"	""	"49025"	"1"	"0"	"0"
"2220"	"Node Classification"	"2015.0"	"0.0"	"1.0"	"0.0"	"0.0"	"9.0"	"10.0"	"1998.0"	"0.1111111111111111"	""	"0.1"	""	"12115"	"0"	"0"	"0"
"2221"	"Node Classification"	"2018.0"	"0.0"	"2.0"	"0.0"	"0.0"	"63.0"	"65.0"	"1998.0"	"0.031746031746031744"	""	"0.03076923076923077"	""	"36754"	"0"	"0"	"0"
"2222"	"Node Classification"	"2019.0"	"0.0"	"7.0"	"0.0"	"0.0"	"165.0"	"172.0"	"1998.0"	"0.04242424242424243"	""	"0.040697674418604654"	""	"49025"	"0"	"0"	"0"
"2223"	"Node Clustering"	"2019.0"	"0.0"	"7.0"	"0.0"	"0.0"	"0.0"	"7.0"	"2012.0"	"inf"	""	"1.0"	""	"49025"	"0"	"0"	"0"
"2224"	"Node Clustering"	"2020.0"	"0.0"	"7.0"	"0.0"	"0.0"	"0.0"	"7.0"	"2012.0"	"inf"	""	"1.0"	""	"63637"	"0"	"0"	"0"
"2225"	"Node Clustering"	"2021.0"	"0.0"	"12.0"	"0.0"	"10.0"	"0.0"	"12.0"	"2012.0"	"inf"	"0.0"	"1.0"	"0.0"	"37713"	"0"	"0"	"0"
"2226"	"Nonhomogeneous Image Dehazing"	"2020.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2019.0"	"inf"	""	"1.0"	""	"63637"	"0"	"0"	"0"
"2227"	"Novel View Synthesis"	"2016.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2013.0"	"inf"	""	"1.0"	""	"17276"	"1"	"0"	"0"
"2228"	"Novel View Synthesis"	"2018.0"	"0.0"	"17.0"	"0.0"	"0.0"	"0.0"	"17.0"	"2013.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"0"
"2229"	"Novel View Synthesis"	"2019.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2013.0"	"inf"	""	"1.0"	""	"49025"	"1"	"0"	"0"
"2230"	"Novel View Synthesis"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2013.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"2231"	"Novel View Synthesis"	"2021.0"	"0.0"	"13.0"	"0.0"	"7.0"	"0.0"	"13.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"37713"	"1"	"0"	"0"
"2232"	"Object Counting"	"2016.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2010.0"	"inf"	""	"1.0"	""	"17276"	"1"	"0"	"0"
"2233"	"Object Counting"	"2018.0"	"0.0"	"3.0"	"0.0"	"0.0"	"3.0"	"6.0"	"2010.0"	"1.0"	""	"0.5"	""	"36754"	"1"	"0"	"0"
"2234"	"Object Counting"	"2019.0"	"0.0"	"4.0"	"0.0"	"0.0"	"1.0"	"5.0"	"2010.0"	"4.0"	""	"0.8"	""	"49025"	"1"	"0"	"0"
"2235"	"Object Counting"	"2020.0"	"0.0"	"12.0"	"0.0"	"0.0"	"4.0"	"16.0"	"2010.0"	"3.0"	""	"0.75"	""	"63637"	"1"	"0"	"0"
"2236"	"Object Detection"	"2013.0"	"0.0"	"1.0"	"0.0"	"0.0"	"2.0"	"3.0"	"2007.0"	"0.5"	""	"0.3333333333333333"	""	"6822"	"1"	"0"	"0"
"2237"	"Object Detection"	"2015.0"	"0.0"	"47.0"	"0.0"	"0.0"	"21.0"	"68.0"	"2007.0"	"2.238095238095238"	""	"0.6911764705882353"	""	"12115"	"1"	"0"	"0"
"2238"	"Object Detection"	"2017.0"	"0.0"	"125.0"	"0.0"	"0.0"	"42.0"	"167.0"	"2007.0"	"2.9761904761904763"	""	"0.7485029940119761"	""	"23430"	"1"	"0"	"0"
"2239"	"Object Detection"	"2021.0"	"0.0"	"539.0"	"0.0"	"67.0"	"156.0"	"695.0"	"2007.0"	"3.4551282051282053"	"0.0"	"0.7755395683453238"	"0.0"	"37713"	"1"	"0"	"0"
"2240"	"Object Detection In Aerial Images"	"2017.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"	"6.0"	"2017.0"	"inf"	""	"1.0"	""	"23430"	"1"	"0"	"0"
"2241"	"Object Detection In Aerial Images"	"2019.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2017.0"	"inf"	""	"1.0"	""	"49025"	"1"	"0"	"0"
"2242"	"Object Detection In Aerial Images"	"2020.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2017.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"2243"	"Object Detection In Aerial Images"	"2021.0"	"0.0"	"7.0"	"0.0"	"9.0"	"0.0"	"7.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"37713"	"1"	"0"	"0"
"2244"	"Object Detection In Indoor Scenes"	"2018.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2017.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"0"
"2245"	"Object Discovery In Videos"	"2018.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2018.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"0"
"2246"	"Object Localization"	"2013.0"	"0.0"	"4.0"	"0.0"	"0.0"	"1.0"	"5.0"	"2009.0"	"4.0"	""	"0.8"	""	"6822"	"1"	"0"	"0"
"2247"	"Object Localization"	"2015.0"	"0.0"	"4.0"	"0.0"	"0.0"	"9.0"	"13.0"	"2009.0"	"0.4444444444444444"	""	"0.3076923076923077"	""	"12115"	"1"	"0"	"0"
"2248"	"Object Localization"	"2017.0"	"0.0"	"8.0"	"0.0"	"0.0"	"11.0"	"19.0"	"2009.0"	"0.7272727272727273"	""	"0.42105263157894735"	""	"23430"	"1"	"0"	"0"
"2249"	"Object Localization"	"2018.0"	"0.0"	"13.0"	"0.0"	"0.0"	"11.0"	"24.0"	"2009.0"	"1.1818181818181819"	""	"0.5416666666666666"	""	"36754"	"1"	"0"	"0"
"2250"	"Object Localization"	"2019.0"	"0.0"	"1.0"	"0.0"	"0.0"	"9.0"	"10.0"	"2009.0"	"0.1111111111111111"	""	"0.1"	""	"49025"	"1"	"0"	"0"
"2251"	"Object Localization"	"2020.0"	"0.0"	"16.0"	"0.0"	"0.0"	"14.0"	"30.0"	"2009.0"	"1.1428571428571428"	""	"0.5333333333333333"	""	"63637"	"1"	"0"	"0"
"2252"	"Object Localization"	"2021.0"	"0.0"	"4.0"	"0.0"	"8.0"	"15.0"	"19.0"	"2009.0"	"0.26666666666666666"	"0.0"	"0.21052631578947367"	"0.0"	"37713"	"1"	"0"	"0"
"2253"	"Object Proposal Generation"	"2014.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2014.0"	"inf"	""	"1.0"	""	"9766"	"1"	"0"	"0"
"2254"	"Object Proposal Generation"	"2015.0"	"0.0"	"5.0"	"0.0"	"0.0"	"0.0"	"5.0"	"2014.0"	"inf"	""	"1.0"	""	"12115"	"1"	"0"	"0"
"2255"	"Object Proposal Generation"	"2016.0"	"0.0"	"10.0"	"0.0"	"0.0"	"0.0"	"10.0"	"2014.0"	"inf"	""	"1.0"	""	"17276"	"1"	"0"	"0"
"2256"	"Object Proposal Generation"	"2017.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"	"6.0"	"2014.0"	"inf"	""	"1.0"	""	"23430"	"1"	"0"	"0"
"2257"	"Object Proposal Generation"	"2018.0"	"0.0"	"11.0"	"0.0"	"0.0"	"0.0"	"11.0"	"2014.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"0"
"2258"	"Object Proposal Generation"	"2019.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2014.0"	"inf"	""	"1.0"	""	"49025"	"1"	"0"	"0"
"2259"	"Object Proposal Generation"	"2020.0"	"0.0"	"16.0"	"0.0"	"0.0"	"0.0"	"16.0"	"2014.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"2260"	"Object Proposal Generation"	"2021.0"	"0.0"	"2.0"	"0.0"	"17.0"	"0.0"	"2.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"37713"	"1"	"0"	"0"
"2261"	"Object Recognition"	"2019.0"	"0.0"	"1.0"	"0.0"	"0.0"	"66.0"	"67.0"	"2004.0"	"0.015151515151515152"	""	"0.014925373134328358"	""	"49025"	"1"	"0"	"0"
"2262"	"Object Recognition"	"2020.0"	"0.0"	"2.0"	"0.0"	"0.0"	"63.0"	"65.0"	"2004.0"	"0.031746031746031744"	""	"0.03076923076923077"	""	"63637"	"1"	"0"	"0"
"2263"	"Object Recognition"	"2021.0"	"0.0"	"1.0"	"0.0"	"5.0"	"55.0"	"56.0"	"2004.0"	"0.01818181818181818"	"0.0"	"0.017857142857142856"	"0.0"	"37713"	"1"	"0"	"0"
"2264"	"Object Tracking"	"2016.0"	"0.0"	"3.0"	"0.0"	"0.0"	"7.0"	"10.0"	"2008.0"	"0.42857142857142855"	""	"0.3"	""	"17276"	"1"	"0"	"0"
"2265"	"Object Tracking"	"2017.0"	"0.0"	"18.0"	"0.0"	"5.0"	"29.0"	"47.0"	"2008.0"	"0.6206896551724138"	"0.0"	"0.3829787234042553"	"0.0"	"23430"	"1"	"0"	"0"
"2266"	"Object Tracking"	"2021.0"	"0.0"	"32.0"	"0.0"	"20.0"	"52.0"	"84.0"	"2008.0"	"0.6153846153846154"	"0.0"	"0.38095238095238093"	"0.0"	"37713"	"1"	"0"	"0"
"2267"	"Occluded 3D Object Symmetry Detection"	"2020.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2020.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"2268"	"One-Shot 3D Action Recognition"	"2017.0"	"0.0"	"10.0"	"0.0"	"8.0"	"2.0"	"12.0"	"2017.0"	"5.0"	"0.0"	"0.8333333333333334"	"0.0"	"23430"	"1"	"0"	"0"
"2269"	"One-Shot 3D Action Recognition"	"2019.0"	"0.0"	"10.0"	"0.0"	"0.0"	"0.0"	"10.0"	"2017.0"	"inf"	""	"1.0"	""	"49025"	"1"	"0"	"0"
"2270"	"One-Shot 3D Action Recognition"	"2020.0"	"0.0"	"3.0"	"0.0"	"0.0"	"1.0"	"4.0"	"2017.0"	"3.0"	""	"0.75"	""	"63637"	"1"	"0"	"0"
"2271"	"One-Shot 3D Action Recognition"	"2021.0"	"0.0"	"3.0"	"0.0"	"0.0"	"1.0"	"4.0"	"2017.0"	"3.0"	""	"0.75"	""	"37713"	"1"	"0"	"0"
"2272"	"One-Shot Learning"	"2013.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2013.0"	"inf"	""	"1.0"	""	"6822"	"1"	"0"	"1"
"2273"	"One-Shot Learning"	"2015.0"	"0.0"	"3.0"	"0.0"	"8.0"	"0.0"	"3.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"12115"	"1"	"0"	"1"
"2274"	"One-Shot Learning"	"2018.0"	"0.0"	"13.0"	"0.0"	"8.0"	"0.0"	"13.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"36754"	"1"	"0"	"1"
"2275"	"One-Shot Learning"	"2019.0"	"0.0"	"4.0"	"0.0"	"0.0"	"1.0"	"5.0"	"2013.0"	"4.0"	""	"0.8"	""	"49025"	"1"	"0"	"1"
"2276"	"One-Shot Learning"	"2020.0"	"0.0"	"21.0"	"0.0"	"0.0"	"0.0"	"21.0"	"2013.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"1"
"2277"	"One-Shot Learning"	"2021.0"	"0.0"	"11.0"	"0.0"	"0.0"	"1.0"	"12.0"	"2013.0"	"11.0"	""	"0.9166666666666666"	""	"37713"	"1"	"0"	"1"
"2278"	"One-Shot Object Detection"	"2018.0"	"0.0"	"2.0"	"0.0"	"7.0"	"0.0"	"2.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"36754"	"1"	"0"	"0"
"2279"	"One-Shot Object Detection"	"2019.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2018.0"	"inf"	""	"1.0"	""	"49025"	"1"	"0"	"0"
"2280"	"One-Shot Object Detection"	"2020.0"	"0.0"	"20.0"	"0.0"	"0.0"	"0.0"	"20.0"	"2018.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"2281"	"One-Shot Object Detection"	"2021.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"	"6.0"	"2018.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"2282"	"One-Shot Segmentation"	"2018.0"	"0.0"	"1.0"	"0.0"	"1.0"	"0.0"	"1.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"36754"	"1"	"0"	"0"
"2283"	"One-class classifier"	"2018.0"	"0.0"	"2.0"	"0.0"	"5.0"	"0.0"	"2.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"36754"	"0"	"0"	"1"
"2284"	"One-class classifier"	"2020.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2014.0"	"inf"	""	"1.0"	""	"63637"	"0"	"0"	"1"
"2285"	"One-class classifier"	"2021.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"	"6.0"	"2014.0"	"inf"	""	"1.0"	""	"37713"	"0"	"0"	"1"
"2286"	"One-shot Unsupervised Domain Adaptation"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2020.0"	"inf"	""	"1.0"	""	"63637"	"0"	"0"	"0"
"2287"	"One-shot visual object segmentation"	"2018.0"	"0.0"	"7.0"	"0.0"	"2.0"	"0.0"	"7.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"36754"	"1"	"0"	"0"
"2288"	"One-shot visual object segmentation"	"2019.0"	"0.0"	"20.0"	"0.0"	"4.0"	"0.0"	"20.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"49025"	"1"	"0"	"0"
"2289"	"One-shot visual object segmentation"	"2020.0"	"0.0"	"26.0"	"0.0"	"0.0"	"0.0"	"26.0"	"2018.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"2290"	"One-shot visual object segmentation"	"2021.0"	"0.0"	"18.0"	"0.0"	"0.0"	"0.0"	"18.0"	"2018.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"2291"	"Online Clustering"	"2018.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2013.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"0"
"2292"	"Online Clustering"	"2019.0"	"0.0"	"4.0"	"0.0"	"4.0"	"0.0"	"4.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"49025"	"1"	"0"	"0"
"2293"	"Online Clustering"	"2020.0"	"0.0"	"10.0"	"0.0"	"0.0"	"0.0"	"10.0"	"2013.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"2294"	"Online Clustering"	"2021.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2013.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"2295"	"Online Multi-Object Tracking"	"2015.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2014.0"	"inf"	""	"1.0"	""	"12115"	"1"	"0"	"0"
"2296"	"Online Multi-Object Tracking"	"2016.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2014.0"	"inf"	""	"1.0"	""	"17276"	"1"	"0"	"0"
"2297"	"Online Multi-Object Tracking"	"2018.0"	"0.0"	"8.0"	"0.0"	"5.0"	"0.0"	"8.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"36754"	"1"	"0"	"0"
"2298"	"Online Multi-Object Tracking"	"2019.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2014.0"	"inf"	""	"1.0"	""	"49025"	"1"	"0"	"0"
"2299"	"Online Multi-Object Tracking"	"2020.0"	"0.0"	"8.0"	"0.0"	"0.0"	"0.0"	"8.0"	"2014.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"2300"	"Online Multi-Object Tracking"	"2021.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2014.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"2301"	"Open Information Extraction"	"2016.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2012.0"	"inf"	""	"1.0"	""	"17276"	"0"	"1"	"0"
"2302"	"Open Information Extraction"	"2017.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2012.0"	"inf"	""	"1.0"	""	"23430"	"0"	"1"	"0"
"2303"	"Open Information Extraction"	"2018.0"	"0.0"	"2.0"	"0.0"	"1.0"	"0.0"	"2.0"	"2012.0"	"inf"	"0.0"	"1.0"	"0.0"	"36754"	"0"	"1"	"0"
