""	"task"	"year"	"num_dataset_births"	"num_papers_adopting"	"num_dataset_imports"	"num_papers_growing"	"size"	"task_age"	"adoption_ratio"	"creation_ratio"	"adoption_pct"	"creation_pct"	"pwc_size"	"CV"	"NLP"	"Methodology"
"870"	"Instance Segmentation"	"2016.0"	"0.0"	"5.0"	"0.0"	"5.0"	"10.0"	"2012.0"	"1.0"	""	"0.5"	""	"17276"	"1"	"0"	"0"
"871"	"Instance Segmentation"	"2017.0"	"0.0"	"12.0"	"0.0"	"17.0"	"29.0"	"2012.0"	"0.7058823529411765"	""	"0.41379310344827586"	""	"23430"	"1"	"0"	"0"
"872"	"Instance Segmentation"	"2018.0"	"0.0"	"22.0"	"0.0"	"56.0"	"78.0"	"2012.0"	"0.39285714285714285"	""	"0.28205128205128205"	""	"36754"	"1"	"0"	"0"
"873"	"Instance Segmentation"	"2021.0"	"0.0"	"49.0"	"0.0"	"128.0"	"177.0"	"2012.0"	"0.3828125"	""	"0.2768361581920904"	""	"37713"	"1"	"0"	"0"
"874"	"Intrusion Detection"	"2020.0"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"63637"	"0"	"0"	"0"
"875"	"Knowledge Graph Completion"	"2015.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2014.0"	"inf"	""	"1.0"	""	"12115"	"0"	"0"	"0"
"876"	"Knowledge Graph Completion"	"2016.0"	"0.0"	"3.0"	"0.0"	"0.0"	"3.0"	"2014.0"	"inf"	""	"1.0"	""	"17276"	"0"	"0"	"0"
"877"	"Knowledge Graph Completion"	"2017.0"	"0.0"	"7.0"	"0.0"	"0.0"	"7.0"	"2014.0"	"inf"	""	"1.0"	""	"23430"	"0"	"0"	"0"
"878"	"Knowledge Graph Completion"	"2018.0"	"0.0"	"5.0"	"0.0"	"0.0"	"5.0"	"2014.0"	"inf"	""	"1.0"	""	"36754"	"0"	"0"	"0"
"879"	"Knowledge Graph Completion"	"2019.0"	"0.0"	"19.0"	"0.0"	"0.0"	"19.0"	"2014.0"	"inf"	""	"1.0"	""	"49025"	"0"	"0"	"0"
"880"	"Knowledge Graph Completion"	"2020.0"	"0.0"	"20.0"	"5.0"	"0.0"	"20.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"63637"	"0"	"0"	"0"
"881"	"Knowledge Graph Completion"	"2021.0"	"0.0"	"10.0"	"0.0"	"0.0"	"10.0"	"2014.0"	"inf"	""	"1.0"	""	"37713"	"0"	"0"	"0"
"882"	"Knowledge Graph Embedding"	"2014.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2014.0"	"inf"	""	"1.0"	""	"9766"	"0"	"0"	"0"
"883"	"Knowledge Graph Embedding"	"2015.0"	"0.0"	"5.0"	"0.0"	"0.0"	"5.0"	"2014.0"	"inf"	""	"1.0"	""	"12115"	"0"	"0"	"0"
"884"	"Knowledge Graph Embedding"	"2016.0"	"0.0"	"3.0"	"0.0"	"0.0"	"3.0"	"2014.0"	"inf"	""	"1.0"	""	"17276"	"0"	"0"	"0"
"885"	"Knowledge Graph Embedding"	"2017.0"	"0.0"	"7.0"	"0.0"	"0.0"	"7.0"	"2014.0"	"inf"	""	"1.0"	""	"23430"	"0"	"0"	"0"
"886"	"Knowledge Graph Embedding"	"2018.0"	"0.0"	"5.0"	"0.0"	"0.0"	"5.0"	"2014.0"	"inf"	""	"1.0"	""	"36754"	"0"	"0"	"0"
"887"	"Knowledge Graph Embedding"	"2019.0"	"0.0"	"25.0"	"0.0"	"0.0"	"25.0"	"2014.0"	"inf"	""	"1.0"	""	"49025"	"0"	"0"	"0"
"888"	"Knowledge Graph Embedding"	"2021.0"	"0.0"	"15.0"	"0.0"	"0.0"	"15.0"	"2014.0"	"inf"	""	"1.0"	""	"37713"	"0"	"0"	"0"
"889"	"Knowledge Graphs"	"2014.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2013.0"	"inf"	""	"1.0"	""	"9766"	"0"	"0"	"0"
"890"	"Knowledge Graphs"	"2015.0"	"0.0"	"3.0"	"0.0"	"0.0"	"3.0"	"2013.0"	"inf"	""	"1.0"	""	"12115"	"0"	"0"	"0"
"891"	"Knowledge Graphs"	"2016.0"	"0.0"	"4.0"	"0.0"	"0.0"	"4.0"	"2013.0"	"inf"	""	"1.0"	""	"17276"	"0"	"0"	"0"
"892"	"Knowledge Graphs"	"2017.0"	"0.0"	"18.0"	"0.0"	"0.0"	"18.0"	"2013.0"	"inf"	""	"1.0"	""	"23430"	"0"	"0"	"0"
"893"	"Knowledge Graphs"	"2019.0"	"0.0"	"53.0"	"0.0"	"2.0"	"55.0"	"2013.0"	"26.5"	""	"0.9636363636363636"	""	"49025"	"0"	"0"	"0"
"894"	"Knowledge Graphs"	"2020.0"	"0.0"	"63.0"	"6.0"	"4.0"	"67.0"	"2013.0"	"15.75"	"0.0"	"0.9402985074626866"	"0.0"	"63637"	"0"	"0"	"0"
"895"	"Language Modelling"	"2013.0"	"0.0"	"3.0"	"0.0"	"1.0"	"4.0"	"2001.0"	"3.0"	""	"0.75"	""	"6822"	"0"	"1"	"0"
"896"	"Language Modelling"	"2014.0"	"0.0"	"4.0"	"0.0"	"1.0"	"5.0"	"2001.0"	"4.0"	""	"0.8"	""	"9766"	"0"	"1"	"0"
"897"	"Language Modelling"	"2015.0"	"0.0"	"16.0"	"0.0"	"3.0"	"19.0"	"2001.0"	"5.333333333333333"	""	"0.8421052631578947"	""	"12115"	"0"	"1"	"0"
"898"	"Language Modelling"	"2017.0"	"0.0"	"50.0"	"0.0"	"19.0"	"69.0"	"2001.0"	"2.6315789473684212"	""	"0.7246376811594203"	""	"23430"	"0"	"1"	"0"
"899"	"Language Modelling"	"2021.0"	"0.0"	"63.0"	"0.0"	"58.0"	"121.0"	"2001.0"	"1.0862068965517242"	""	"0.5206611570247934"	""	"37713"	"0"	"1"	"0"
"900"	"Long-tail Learning"	"2020.0"	"0.0"	"30.0"	"9.0"	"0.0"	"30.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"63637"	"0"	"0"	"1"
"901"	"Long-tail Learning"	"2021.0"	"0.0"	"5.0"	"0.0"	"0.0"	"5.0"	"2017.0"	"inf"	""	"1.0"	""	"37713"	"0"	"0"	"1"
"902"	"Machine Translation"	"2021.0"	"0.0"	"1.0"	"0.0"	"46.0"	"47.0"	"2007.0"	"0.021739130434782608"	""	"0.02127659574468085"	""	"37713"	"0"	"1"	"0"
"903"	"Medical Image Segmentation"	"2015.0"	"0.0"	"1.0"	"0.0"	"2.0"	"3.0"	"2014.0"	"0.5"	""	"0.3333333333333333"	""	"12115"	"1"	"0"	"0"
"904"	"Meta-Learning"	"2016.0"	"0.0"	"2.0"	"0.0"	"0.0"	"2.0"	"2011.0"	"inf"	""	"1.0"	""	"17276"	"0"	"0"	"1"
"905"	"Meta-Learning"	"2017.0"	"0.0"	"4.0"	"0.0"	"3.0"	"7.0"	"2011.0"	"1.3333333333333333"	""	"0.5714285714285714"	""	"23430"	"0"	"0"	"1"
"906"	"Meta-Learning"	"2018.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2011.0"	"inf"	""	"1.0"	""	"36754"	"0"	"0"	"1"
"907"	"Meta-Learning"	"2020.0"	"0.0"	"5.0"	"10.0"	"13.0"	"18.0"	"2011.0"	"0.38461538461538464"	"0.0"	"0.2777777777777778"	"0.0"	"63637"	"0"	"0"	"1"
"908"	"Meta-Learning"	"2021.0"	"0.0"	"6.0"	"0.0"	"8.0"	"14.0"	"2011.0"	"0.75"	""	"0.42857142857142855"	""	"37713"	"0"	"0"	"1"
"909"	"Motion Capture"	"2021.0"	"0.0"	"1.0"	"0.0"	"10.0"	"11.0"	"2008.0"	"0.1"	""	"0.09090909090909091"	""	"37713"	"1"	"0"	"0"
"910"	"Multi-Object Tracking"	"2015.0"	"0.0"	"9.0"	"0.0"	"0.0"	"9.0"	"2011.0"	"inf"	""	"1.0"	""	"12115"	"1"	"0"	"0"
"911"	"Multi-Object Tracking"	"2017.0"	"0.0"	"6.0"	"0.0"	"0.0"	"6.0"	"2011.0"	"inf"	""	"1.0"	""	"23430"	"1"	"0"	"0"
"912"	"Multi-Object Tracking"	"2018.0"	"0.0"	"13.0"	"0.0"	"0.0"	"13.0"	"2011.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"0"
"913"	"Multi-Object Tracking"	"2019.0"	"0.0"	"39.0"	"0.0"	"0.0"	"39.0"	"2011.0"	"inf"	""	"1.0"	""	"49025"	"1"	"0"	"0"
"914"	"Multi-Object Tracking"	"2021.0"	"0.0"	"26.0"	"0.0"	"0.0"	"26.0"	"2011.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"915"	"Multi-agent Reinforcement Learning"	"2018.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2009.0"	"inf"	""	"1.0"	""	"36754"	"0"	"0"	"1"
"916"	"Multi-agent Reinforcement Learning"	"2019.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2009.0"	"inf"	""	"1.0"	""	"49025"	"0"	"0"	"1"
"917"	"Multimodal Deep Learning"	"2020.0"	"0.0"	"3.0"	"1.0"	"0.0"	"3.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"63637"	"0"	"1"	"1"
"918"	"Multivariate Time Series Forecasting"	"2016.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2016.0"	"inf"	""	"1.0"	""	"17276"	"0"	"0"	"1"
"919"	"Multivariate Time Series Forecasting"	"2018.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2016.0"	"inf"	""	"1.0"	""	"36754"	"0"	"0"	"1"
"920"	"Multivariate Time Series Forecasting"	"2019.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2016.0"	"inf"	""	"1.0"	""	"49025"	"0"	"0"	"1"
"921"	"Music Generation"	"2020.0"	"0.0"	"3.0"	"0.0"	"3.0"	"6.0"	"2012.0"	"1.0"	""	"0.5"	""	"63637"	"0"	"0"	"0"
"922"	"Natural Language Inference"	"2017.0"	"0.0"	"1.0"	"0.0"	"69.0"	"70.0"	"2009.0"	"0.014492753623188406"	""	"0.014285714285714285"	""	"23430"	"0"	"1"	"0"
"923"	"Object Detection"	"2013.0"	"0.0"	"1.0"	"0.0"	"2.0"	"3.0"	"2007.0"	"0.5"	""	"0.3333333333333333"	""	"6822"	"1"	"0"	"0"
"924"	"Object Detection"	"2015.0"	"0.0"	"47.0"	"0.0"	"21.0"	"68.0"	"2007.0"	"2.238095238095238"	""	"0.6911764705882353"	""	"12115"	"1"	"0"	"0"
"925"	"Object Detection"	"2017.0"	"0.0"	"124.0"	"0.0"	"42.0"	"166.0"	"2007.0"	"2.9523809523809526"	""	"0.7469879518072289"	""	"23430"	"1"	"0"	"0"
"926"	"Object Detection"	"2021.0"	"0.0"	"535.0"	"0.0"	"156.0"	"691.0"	"2007.0"	"3.4294871794871793"	""	"0.7742402315484804"	""	"37713"	"1"	"0"	"0"
"927"	"Object Localization"	"2013.0"	"0.0"	"3.0"	"0.0"	"1.0"	"4.0"	"2009.0"	"3.0"	""	"0.75"	""	"6822"	"1"	"0"	"0"
"928"	"Object Localization"	"2015.0"	"0.0"	"3.0"	"0.0"	"9.0"	"12.0"	"2009.0"	"0.3333333333333333"	""	"0.25"	""	"12115"	"1"	"0"	"0"
"929"	"Object Localization"	"2017.0"	"0.0"	"6.0"	"0.0"	"11.0"	"17.0"	"2009.0"	"0.5454545454545454"	""	"0.35294117647058826"	""	"23430"	"1"	"0"	"0"
"930"	"Object Localization"	"2018.0"	"0.0"	"10.0"	"0.0"	"11.0"	"21.0"	"2009.0"	"0.9090909090909091"	""	"0.47619047619047616"	""	"36754"	"1"	"0"	"0"
"931"	"Object Localization"	"2019.0"	"0.0"	"1.0"	"0.0"	"9.0"	"10.0"	"2009.0"	"0.1111111111111111"	""	"0.1"	""	"49025"	"1"	"0"	"0"
"932"	"Object Localization"	"2020.0"	"0.0"	"12.0"	"4.0"	"14.0"	"26.0"	"2009.0"	"0.8571428571428571"	"0.0"	"0.46153846153846156"	"0.0"	"63637"	"1"	"0"	"0"
"933"	"Object Localization"	"2021.0"	"0.0"	"3.0"	"0.0"	"15.0"	"18.0"	"2009.0"	"0.2"	""	"0.16666666666666666"	""	"37713"	"1"	"0"	"0"
"934"	"Object Tracking"	"2016.0"	"0.0"	"3.0"	"0.0"	"7.0"	"10.0"	"2008.0"	"0.42857142857142855"	""	"0.3"	""	"17276"	"1"	"0"	"0"
"935"	"Object Tracking"	"2017.0"	"0.0"	"17.0"	"0.0"	"29.0"	"46.0"	"2008.0"	"0.5862068965517241"	""	"0.3695652173913043"	""	"23430"	"1"	"0"	"0"
"936"	"Object Tracking"	"2021.0"	"0.0"	"29.0"	"0.0"	"52.0"	"81.0"	"2008.0"	"0.5576923076923077"	""	"0.35802469135802467"	""	"37713"	"1"	"0"	"0"
"937"	"Open Information Extraction"	"2016.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2012.0"	"inf"	""	"1.0"	""	"17276"	"0"	"1"	"0"
"938"	"Open Information Extraction"	"2017.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2012.0"	"inf"	""	"1.0"	""	"23430"	"0"	"1"	"0"
"939"	"Open Information Extraction"	"2018.0"	"0.0"	"2.0"	"0.0"	"0.0"	"2.0"	"2012.0"	"inf"	""	"1.0"	""	"36754"	"0"	"1"	"0"
"940"	"Open Information Extraction"	"2021.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2012.0"	"inf"	""	"1.0"	""	"37713"	"0"	"1"	"0"
"941"	"Optical Character Recognition"	"2020.0"	"0.0"	"14.0"	"3.0"	"93.0"	"107.0"	"1994.0"	"0.15053763440860216"	"0.0"	"0.1308411214953271"	"0.0"	"63637"	"1"	"1"	"1"
"942"	"Optical Flow Estimation"	"2017.0"	"0.0"	"1.0"	"0.0"	"34.0"	"35.0"	"2009.0"	"0.029411764705882353"	""	"0.02857142857142857"	""	"23430"	"1"	"0"	"0"
"943"	"Optical Flow Estimation"	"2018.0"	"0.0"	"3.0"	"0.0"	"55.0"	"58.0"	"2009.0"	"0.05454545454545454"	""	"0.05172413793103448"	""	"36754"	"1"	"0"	"0"
"944"	"Optical Flow Estimation"	"2019.0"	"0.0"	"3.0"	"0.0"	"64.0"	"67.0"	"2009.0"	"0.046875"	""	"0.04477611940298507"	""	"49025"	"1"	"0"	"0"
"945"	"Optical Flow Estimation"	"2020.0"	"0.0"	"5.0"	"2.0"	"69.0"	"74.0"	"2009.0"	"0.07246376811594203"	"0.0"	"0.06756756756756757"	"0.0"	"63637"	"1"	"0"	"0"
"946"	"Optical Flow Estimation"	"2021.0"	"0.0"	"1.0"	"0.0"	"40.0"	"41.0"	"2009.0"	"0.025"	""	"0.024390243902439025"	""	"37713"	"1"	"0"	"0"
"947"	"Outlier Detection"	"2018.0"	"0.0"	"2.0"	"0.0"	"1.0"	"3.0"	"2008.0"	"2.0"	""	"0.6666666666666666"	""	"36754"	"0"	"0"	"1"
"948"	"Outlier Detection"	"2019.0"	"0.0"	"2.0"	"0.0"	"0.0"	"2.0"	"2008.0"	"inf"	""	"1.0"	""	"49025"	"0"	"0"	"1"
"949"	"Outlier Detection"	"2020.0"	"0.0"	"17.0"	"2.0"	"0.0"	"17.0"	"2008.0"	"inf"	"0.0"	"1.0"	"0.0"	"63637"	"0"	"0"	"1"
"950"	"Outlier Detection"	"2021.0"	"0.0"	"13.0"	"0.0"	"0.0"	"13.0"	"2008.0"	"inf"	""	"1.0"	""	"37713"	"0"	"0"	"1"
"951"	"Part-Of-Speech Tagging"	"2019.0"	"0.0"	"1.0"	"0.0"	"10.0"	"11.0"	"1993.0"	"0.1"	""	"0.09090909090909091"	""	"49025"	"0"	"1"	"0"
"952"	"Pose Estimation"	"2015.0"	"0.0"	"7.0"	"0.0"	"16.0"	"23.0"	"2010.0"	"0.4375"	""	"0.30434782608695654"	""	"12115"	"1"	"0"	"0"
"953"	"Quantization"	"2012.0"	"0.0"	"3.0"	"0.0"	"0.0"	"3.0"	"2006.0"	"inf"	""	"1.0"	""	"4735"	"1"	"0"	"1"
"954"	"Quantization"	"2013.0"	"0.0"	"8.0"	"0.0"	"0.0"	"8.0"	"2006.0"	"inf"	""	"1.0"	""	"6822"	"1"	"0"	"1"
"955"	"Quantization"	"2014.0"	"0.0"	"6.0"	"0.0"	"0.0"	"6.0"	"2006.0"	"inf"	""	"1.0"	""	"9766"	"1"	"0"	"1"
"956"	"Quantization"	"2015.0"	"0.0"	"7.0"	"0.0"	"0.0"	"7.0"	"2006.0"	"inf"	""	"1.0"	""	"12115"	"1"	"0"	"1"
"957"	"Quantization"	"2016.0"	"0.0"	"41.0"	"0.0"	"0.0"	"41.0"	"2006.0"	"inf"	""	"1.0"	""	"17276"	"1"	"0"	"1"
"958"	"Quantization"	"2017.0"	"0.0"	"52.0"	"0.0"	"0.0"	"52.0"	"2006.0"	"inf"	""	"1.0"	""	"23430"	"1"	"0"	"1"
"959"	"Quantization"	"2018.0"	"0.0"	"105.0"	"0.0"	"0.0"	"105.0"	"2006.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"1"
"960"	"Quantization"	"2020.0"	"0.0"	"287.0"	"7.0"	"0.0"	"287.0"	"2006.0"	"inf"	"0.0"	"1.0"	"0.0"	"63637"	"1"	"0"	"1"
"961"	"Quantization"	"2021.0"	"0.0"	"168.0"	"0.0"	"0.0"	"168.0"	"2006.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"1"
"962"	"RGB Salient Object Detection"	"2014.0"	"0.0"	"4.0"	"0.0"	"0.0"	"4.0"	"2013.0"	"inf"	""	"1.0"	""	"9766"	"1"	"0"	"0"
"963"	"RGB Salient Object Detection"	"2015.0"	"0.0"	"22.0"	"0.0"	"0.0"	"22.0"	"2013.0"	"inf"	""	"1.0"	""	"12115"	"1"	"0"	"0"
"964"	"RGB Salient Object Detection"	"2016.0"	"0.0"	"15.0"	"0.0"	"0.0"	"15.0"	"2013.0"	"inf"	""	"1.0"	""	"17276"	"1"	"0"	"0"
"965"	"RGB Salient Object Detection"	"2020.0"	"0.0"	"66.0"	"0.0"	"0.0"	"66.0"	"2013.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"966"	"RGB Salient Object Detection"	"2021.0"	"0.0"	"3.0"	"16.0"	"0.0"	"3.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"37713"	"1"	"0"	"0"
"967"	"Real-Time Strategy Games"	"2018.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2012.0"	"inf"	""	"1.0"	""	"36754"	"0"	"0"	"0"
"968"	"Relation Classification"	"2019.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2012.0"	"inf"	""	"1.0"	""	"49025"	"0"	"1"	"0"
"969"	"Relation Classification"	"2020.0"	"0.0"	"2.0"	"4.0"	"0.0"	"2.0"	"2012.0"	"inf"	"0.0"	"1.0"	"0.0"	"63637"	"0"	"1"	"0"
"970"	"Relation Classification"	"2021.0"	"0.0"	"2.0"	"0.0"	"0.0"	"2.0"	"2012.0"	"inf"	""	"1.0"	""	"37713"	"0"	"1"	"0"
"971"	"Relation Extraction"	"2016.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2012.0"	"inf"	""	"1.0"	""	"17276"	"0"	"1"	"0"
"972"	"Robot Navigation"	"2020.0"	"0.0"	"2.0"	"0.0"	"1.0"	"3.0"	"2012.0"	"2.0"	""	"0.6666666666666666"	""	"63637"	"1"	"0"	"0"
"973"	"Scene Text"	"2019.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2013.0"	"inf"	""	"1.0"	""	"49025"	"1"	"0"	"0"
"974"	"Scene Text"	"2021.0"	"0.0"	"4.0"	"0.0"	"3.0"	"7.0"	"2013.0"	"1.3333333333333333"	""	"0.5714285714285714"	""	"37713"	"1"	"0"	"0"
"975"	"Self-Supervised Learning"	"2018.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2011.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"0"
"976"	"Self-Supervised Learning"	"2019.0"	"0.0"	"5.0"	"0.0"	"0.0"	"5.0"	"2011.0"	"inf"	""	"1.0"	""	"49025"	"1"	"0"	"0"
"977"	"Self-Supervised Learning"	"2020.0"	"0.0"	"13.0"	"0.0"	"1.0"	"14.0"	"2011.0"	"13.0"	""	"0.9285714285714286"	""	"63637"	"1"	"0"	"0"
"978"	"Self-Supervised Learning"	"2021.0"	"0.0"	"11.0"	"0.0"	"0.0"	"11.0"	"2011.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"979"	"Semantic Parsing"	"2014.0"	"0.0"	"1.0"	"0.0"	"9.0"	"10.0"	"1998.0"	"0.1111111111111111"	""	"0.1"	""	"9766"	"0"	"1"	"0"
"980"	"Semantic Parsing"	"2021.0"	"0.0"	"10.0"	"0.0"	"13.0"	"23.0"	"1998.0"	"0.7692307692307693"	""	"0.43478260869565216"	""	"37713"	"0"	"1"	"0"
"981"	"Semantic Role Labeling"	"2012.0"	"0.0"	"5.0"	"0.0"	"0.0"	"5.0"	"2011.0"	"inf"	""	"1.0"	""	"4735"	"0"	"1"	"0"
"982"	"Semantic Role Labeling"	"2013.0"	"0.0"	"6.0"	"0.0"	"0.0"	"6.0"	"2011.0"	"inf"	""	"1.0"	""	"6822"	"0"	"1"	"0"
"983"	"Semantic Role Labeling"	"2014.0"	"0.0"	"6.0"	"0.0"	"0.0"	"6.0"	"2011.0"	"inf"	""	"1.0"	""	"9766"	"0"	"1"	"0"
"984"	"Semantic Role Labeling"	"2016.0"	"0.0"	"6.0"	"0.0"	"2.0"	"8.0"	"2011.0"	"3.0"	""	"0.75"	""	"17276"	"0"	"1"	"0"
"985"	"Semantic Role Labeling"	"2017.0"	"0.0"	"5.0"	"0.0"	"0.0"	"5.0"	"2011.0"	"inf"	""	"1.0"	""	"23430"	"0"	"1"	"0"
"986"	"Semantic Role Labeling"	"2019.0"	"0.0"	"4.0"	"0.0"	"2.0"	"6.0"	"2011.0"	"2.0"	""	"0.6666666666666666"	""	"49025"	"0"	"1"	"0"
"987"	"Semantic Role Labeling"	"2020.0"	"0.0"	"2.0"	"4.0"	"0.0"	"2.0"	"2011.0"	"inf"	"0.0"	"1.0"	"0.0"	"63637"	"0"	"1"	"0"
"988"	"Semantic Role Labeling"	"2021.0"	"0.0"	"2.0"	"0.0"	"0.0"	"2.0"	"2011.0"	"inf"	""	"1.0"	""	"37713"	"0"	"1"	"0"
"989"	"Semantic Segmentation"	"2013.0"	"0.0"	"5.0"	"0.0"	"5.0"	"10.0"	"2001.0"	"1.0"	""	"0.5"	""	"6822"	"1"	"0"	"0"
"990"	"Semantic Segmentation"	"2015.0"	"0.0"	"38.0"	"0.0"	"25.0"	"63.0"	"2001.0"	"1.52"	""	"0.6031746031746031"	""	"12115"	"1"	"0"	"0"
"991"	"Semantic Textual Similarity"	"2013.0"	"0.0"	"1.0"	"0.0"	"1.0"	"2.0"	"1995.0"	"1.0"	""	"0.5"	""	"6822"	"0"	"1"	"0"
"992"	"Semantic Textual Similarity"	"2016.0"	"0.0"	"1.0"	"0.0"	"4.0"	"5.0"	"1995.0"	"0.25"	""	"0.2"	""	"17276"	"0"	"1"	"0"
"993"	"Semantic Textual Similarity"	"2017.0"	"0.0"	"7.0"	"0.0"	"3.0"	"10.0"	"1995.0"	"2.3333333333333335"	""	"0.7"	""	"23430"	"0"	"1"	"0"
"994"	"Semantic Textual Similarity"	"2018.0"	"0.0"	"8.0"	"0.0"	"4.0"	"12.0"	"1995.0"	"2.0"	""	"0.6666666666666666"	""	"36754"	"0"	"1"	"0"
"995"	"Semantic Textual Similarity"	"2019.0"	"0.0"	"24.0"	"0.0"	"9.0"	"33.0"	"1995.0"	"2.6666666666666665"	""	"0.7272727272727273"	""	"49025"	"0"	"1"	"0"
"996"	"Semantic Textual Similarity"	"2020.0"	"0.0"	"13.0"	"2.0"	"7.0"	"20.0"	"1995.0"	"1.8571428571428572"	"0.0"	"0.65"	"0.0"	"63637"	"0"	"1"	"0"
"997"	"Semantic Textual Similarity"	"2021.0"	"0.0"	"20.0"	"0.0"	"6.0"	"26.0"	"1995.0"	"3.3333333333333335"	""	"0.7692307692307693"	""	"37713"	"0"	"1"	"0"
"998"	"Sentence Compression"	"2018.0"	"0.0"	"1.0"	"0.0"	"4.0"	"5.0"	"2012.0"	"0.25"	""	"0.2"	""	"36754"	"0"	"1"	"0"
"999"	"Sentence Embeddings"	"2015.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2012.0"	"inf"	""	"1.0"	""	"12115"	"0"	"1"	"1"
"1000"	"Sentence Embeddings"	"2016.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2012.0"	"inf"	""	"1.0"	""	"17276"	"0"	"1"	"1"
"1001"	"Sentence Embeddings"	"2017.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2012.0"	"inf"	""	"1.0"	""	"23430"	"0"	"1"	"1"
"1002"	"Sentence Embeddings"	"2018.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2012.0"	"inf"	""	"1.0"	""	"36754"	"0"	"1"	"1"
"1003"	"Sentence Embeddings"	"2020.0"	"0.0"	"4.0"	"4.0"	"1.0"	"5.0"	"2012.0"	"4.0"	"0.0"	"0.8"	"0.0"	"63637"	"0"	"1"	"1"
"1004"	"Sentence Embeddings"	"2021.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2012.0"	"inf"	""	"1.0"	""	"37713"	"0"	"1"	"1"
"1005"	"Sentence Summarization"	"2015.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2015.0"	"inf"	""	"1.0"	""	"12115"	"0"	"1"	"0"
"1006"	"Sentiment Analysis"	"2014.0"	"0.0"	"1.0"	"0.0"	"33.0"	"34.0"	"2002.0"	"0.030303030303030304"	""	"0.029411764705882353"	""	"9766"	"0"	"1"	"0"
"1007"	"Sentiment Analysis"	"2015.0"	"0.0"	"3.0"	"0.0"	"35.0"	"38.0"	"2002.0"	"0.08571428571428572"	""	"0.07894736842105263"	""	"12115"	"0"	"1"	"0"
"1008"	"Sentiment Analysis"	"2016.0"	"0.0"	"3.0"	"0.0"	"38.0"	"41.0"	"2002.0"	"0.07894736842105263"	""	"0.07317073170731707"	""	"17276"	"0"	"1"	"0"
"1009"	"Sentiment Analysis"	"2018.0"	"0.0"	"13.0"	"0.0"	"80.0"	"93.0"	"2002.0"	"0.1625"	""	"0.13978494623655913"	""	"36754"	"0"	"1"	"0"
"1010"	"Sentiment Analysis"	"2021.0"	"0.0"	"13.0"	"0.0"	"68.0"	"81.0"	"2002.0"	"0.19117647058823528"	""	"0.16049382716049382"	""	"37713"	"0"	"1"	"0"
"1011"	"Sketch-Based Image Retrieval"	"2020.0"	"0.0"	"2.0"	"0.0"	"0.0"	"2.0"	"2015.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"1012"	"Small Object Detection"	"2018.0"	"0.0"	"4.0"	"0.0"	"0.0"	"4.0"	"2015.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"0"
"1013"	"Small Object Detection"	"2019.0"	"0.0"	"10.0"	"0.0"	"0.0"	"10.0"	"2015.0"	"inf"	""	"1.0"	""	"49025"	"1"	"0"	"0"
