""	"task"	"num_dataset_births"	"num_papers_adopting"	"num_dataset_imports"	"num_papers_growing"	"size"	"task_age"	"adoption_ratio"	"creation_ratio"	"adoption_pct"	"creation_pct"	"CV"	"NLP"	"Methodology"
"909"	"Relational Reasoning"	"0.0"	"7.0"	"2.0"	"0.0"	"7.0"	"2009.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"910"	"Remote Sensing Image Classification"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"911"	"Retinal Vessel Segmentation"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"912"	"Rgb-T Tracking"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"913"	"Rice Grain Disease Detection"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2020.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"914"	"Robust Face Alignment"	"0.0"	"61.0"	"9.0"	"0.0"	"61.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"915"	"Robust Object Detection"	"0.0"	"52.0"	"6.0"	"0.0"	"52.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"916"	"Room Layout Estimation"	"0.0"	"5.0"	"1.0"	"0.0"	"5.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"917"	"Root Joint Localization"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2019.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"918"	"Rotated MNIST"	"0.0"	"12.0"	"1.0"	"0.0"	"12.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"919"	"SNES Games"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"920"	"SQL Parsing"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"921"	"Salt-And-Pepper Noise Removal"	"0.0"	"4.0"	"1.0"	"0.0"	"4.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"922"	"Sar Image Despeckling"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"923"	"Satellite Image Classification"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"1"
"924"	"Scene Generation"	"0.0"	"9.0"	"2.0"	"0.0"	"9.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"925"	"Scene Graph Generation"	"0.0"	"28.0"	"3.0"	"0.0"	"28.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"926"	"Scene Labeling"	"0.0"	"7.0"	"4.0"	"0.0"	"7.0"	"2011.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"927"	"Scene Segmentation"	"0.0"	"78.0"	"6.0"	"0.0"	"78.0"	"2009.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"928"	"Self-Supervised Action Recognition"	"0.0"	"20.0"	"3.0"	"0.0"	"20.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"929"	"Self-Supervised Image Classification"	"0.0"	"35.0"	"7.0"	"0.0"	"35.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"1"
"930"	"Self-supervised Video Retrieval"	"0.0"	"24.0"	"2.0"	"0.0"	"24.0"	"2020.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"931"	"Semantic Role Labeling (predicted predicates)"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"932"	"Semi-Supervised Person Re-Identification"	"0.0"	"4.0"	"2.0"	"0.0"	"4.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"933"	"Semi-Supervised Semantic Segmentation"	"0.0"	"34.0"	"4.0"	"0.0"	"34.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"934"	"Semi-Supervised Text Classification"	"0.0"	"10.0"	"2.0"	"0.0"	"10.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"935"	"Sentence Embedding"	"0.0"	"3.0"	"2.0"	"0.0"	"3.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"936"	"Short Text Clustering"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"937"	"Single-Image Portrait Relighting"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2019.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"938"	"Single-object discovery"	"0.0"	"4.0"	"1.0"	"0.0"	"4.0"	"2019.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"939"	"Sketch Recognition"	"0.0"	"3.0"	"2.0"	"0.0"	"3.0"	"2009.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"940"	"Skin Cancer Segmentation"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"941"	"Sleep Arousal Detection"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"942"	"Sleep Micro-event detection"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"943"	"Sleep Stage Detection"	"0.0"	"3.0"	"1.0"	"0.0"	"3.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"944"	"Sleep apnea detection"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"945"	"Sleep spindles detection"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2020.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"946"	"Small Data Image Classification"	"0.0"	"17.0"	"5.0"	"0.0"	"17.0"	"2011.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"1"
"947"	"Small Object Detection"	"0.0"	"43.0"	"5.0"	"0.0"	"43.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"948"	"Source Code Summarization"	"0.0"	"9.0"	"1.0"	"0.0"	"9.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"949"	"Sparse Learning"	"0.0"	"13.0"	"2.0"	"0.0"	"13.0"	"2008.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"1"
"950"	"Sparse Representation-based Classification"	"0.0"	"23.0"	"3.0"	"0.0"	"23.0"	"2012.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"1"
"951"	"Spatio-Temporal Action Localization"	"0.0"	"74.0"	"8.0"	"0.0"	"74.0"	"2012.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"952"	"Speaker Separation"	"0.0"	"4.0"	"1.0"	"0.0"	"4.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"953"	"Spindle Detection"	"0.0"	"5.0"	"1.0"	"0.0"	"5.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"954"	"Steering Control"	"0.0"	"10.0"	"2.0"	"0.0"	"10.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"955"	"Stereo Depth Estimation"	"0.0"	"58.0"	"5.0"	"0.0"	"58.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"956"	"Stereo Disparity Estimation"	"0.0"	"36.0"	"1.0"	"0.0"	"36.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"957"	"Stereo-LiDAR Fusion"	"0.0"	"21.0"	"3.0"	"0.0"	"21.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"958"	"Story Completion"	"0.0"	"2.0"	"2.0"	"0.0"	"2.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"959"	"Street Scene Parsing"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"960"	"Structured Prediction"	"0.0"	"16.0"	"2.0"	"0.0"	"16.0"	"2007.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"1"
"961"	"Style Generalization"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"962"	"Style Transfer"	"0.0"	"14.0"	"4.0"	"0.0"	"14.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"963"	"Surface Normals Estimation"	"0.0"	"16.0"	"2.0"	"0.0"	"16.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"964"	"Synthetic-to-Real Translation"	"0.0"	"97.0"	"6.0"	"0.0"	"97.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"965"	"TREC 2019 Passage Ranking"	"0.0"	"3.0"	"1.0"	"0.0"	"3.0"	"2021.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"966"	"Table Detection"	"0.0"	"7.0"	"2.0"	"0.0"	"7.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"967"	"Talking Face Generation"	"0.0"	"4.0"	"2.0"	"0.0"	"4.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"968"	"Talking Head Generation"	"0.0"	"7.0"	"2.0"	"0.0"	"7.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"969"	"Temporal Action Proposal Generation"	"0.0"	"34.0"	"3.0"	"0.0"	"34.0"	"2012.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"970"	"Text Infilling"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2019.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"971"	"Text-Image Retrieval"	"0.0"	"20.0"	"1.0"	"0.0"	"20.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"972"	"Texture Synthesis"	"0.0"	"5.0"	"2.0"	"0.0"	"5.0"	"2009.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"973"	"Time Series"	"0.0"	"12.0"	"1.0"	"0.0"	"12.0"	"2006.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"974"	"Time Series Classification"	"0.0"	"3.0"	"1.0"	"0.0"	"3.0"	"2008.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"975"	"Topic Models"	"0.0"	"20.0"	"5.0"	"0.0"	"20.0"	"2003.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"976"	"Topological Data Analysis"	"0.0"	"12.0"	"2.0"	"0.0"	"12.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"977"	"Trajectory Forecasting"	"0.0"	"24.0"	"1.0"	"0.0"	"24.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"978"	"Transition-Based Dependency Parsing"	"0.0"	"15.0"	"1.0"	"0.0"	"15.0"	"2012.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"979"	"Unconstrained Lip-synchronization"	"0.0"	"2.0"	"2.0"	"0.0"	"2.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"980"	"Universal Domain Adaptation"	"0.0"	"53.0"	"3.0"	"0.0"	"53.0"	"2019.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"981"	"Unseen Object Instance Segmentation"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"982"	"Unsupervised Dependency Parsing"	"0.0"	"6.0"	"1.0"	"0.0"	"6.0"	"2004.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"983"	"Unsupervised Facial Landmark Detection"	"0.0"	"16.0"	"1.0"	"0.0"	"16.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"984"	"Unsupervised Image Classification"	"0.0"	"22.0"	"4.0"	"0.0"	"22.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"1"
"985"	"Unsupervised KG-to-text"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2019.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"986"	"Unsupervised MNIST"	"0.0"	"24.0"	"1.0"	"0.0"	"24.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"1"
"987"	"Unsupervised Semantic Segmentation"	"0.0"	"3.0"	"1.0"	"0.0"	"3.0"	"2019.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"988"	"Unsupervised semantic parsing"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"989"	"Valence Estimation"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2019.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"990"	"Vehicle Key-Point and Orientation Estimation"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2019.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"991"	"Vehicle Pose Estimation"	"0.0"	"93.0"	"4.0"	"0.0"	"93.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"992"	"Video Alignment"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"993"	"Video Compressive Sensing"	"0.0"	"5.0"	"2.0"	"0.0"	"5.0"	"2011.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"994"	"Video Enhancement"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"995"	"Video Generation"	"0.0"	"128.0"	"12.0"	"0.0"	"128.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"996"	"Video Object Tracking"	"0.0"	"13.0"	"2.0"	"0.0"	"13.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"997"	"Video Salient Object Detection"	"0.0"	"5.0"	"2.0"	"0.0"	"5.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"998"	"Video Segmentation"	"0.0"	"9.0"	"1.0"	"0.0"	"9.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"999"	"Video Similarity"	"0.0"	"6.0"	"2.0"	"0.0"	"6.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"1000"	"Video Synchronization"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"1001"	"Video-Based Person Re-Identification"	"0.0"	"4.0"	"2.0"	"0.0"	"4.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"1002"	"Video-to-Video Synthesis"	"0.0"	"4.0"	"2.0"	"0.0"	"4.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"1003"	"Viewpoint Estimation"	"0.0"	"46.0"	"1.0"	"0.0"	"46.0"	"2012.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"1004"	"Vision-Language Navigation"	"0.0"	"11.0"	"1.0"	"0.0"	"11.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"1005"	"Visual Place Recognition"	"0.0"	"42.0"	"4.0"	"0.0"	"42.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"1006"	"Volumetric Medical Image Segmentation"	"0.0"	"6.0"	"2.0"	"0.0"	"6.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"1007"	"Weakly Supervised Action Localization"	"0.0"	"61.0"	"4.0"	"0.0"	"61.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"1008"	"Weakly Supervised Classification"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"1009"	"Weakly-Supervised Named Entity Recognition"	"0.0"	"3.0"	"2.0"	"0.0"	"3.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"1010"	"Weakly-Supervised Object Localization"	"0.0"	"3.0"	"1.0"	"0.0"	"3.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"1011"	"Weakly-Supervised Semantic Segmentation"	"0.0"	"10.0"	"4.0"	"0.0"	"10.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"1012"	"Weakly-supervised 3D Human Pose Estimation"	"0.0"	"14.0"	"2.0"	"0.0"	"14.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"1013"	"Weakly-supervised Temporal Action Localization"	"0.0"	"53.0"	"3.0"	"0.0"	"53.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"1014"	"Wildly Unsupervised Domain Adaptation"	"0.0"	"4.0"	"2.0"	"0.0"	"4.0"	"2019.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"1"
"1015"	"Zero Shot Skeletal Action Recognition"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2021.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"1016"	"Zero-Shot Cross-Modal Retrieval"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2021.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"1017"	"Zero-Shot Human-Object Interaction Detection"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2020.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"1018"	"Zero-Shot Learning + Domain Generalization"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2020.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"1019"	"Zero-Shot Object Detection"	"0.0"	"22.0"	"2.0"	"0.0"	"22.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"1020"	"Zero-Shot Text-to-Image Generation"	"0.0"	"4.0"	"1.0"	"0.0"	"4.0"	"2021.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"1021"	"Zero-Shot Transfer Image Classification"	"0.0"	"6.0"	"1.0"	"0.0"	"6.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"1022"	"class-incremental learning"	"0.0"	"166.0"	"5.0"	"0.0"	"166.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"1"
"1023"	"cross-domain few-shot learning"	"0.0"	"27.0"	"1.0"	"0.0"	"27.0"	"2019.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"1024"	"lifetime image denoising"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2020.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
