""	"task"	"categories"	"parents"	"children"	"siblings"
"613"	"Tumor Segmentation"	"[]"	"['Semantic Segmentation']"	"[]"	"['Histopathological Segmentation', '4D Spatio Temporal Semantic Segmentation', 'Attentive segmentation networks', 'Real-Time Semantic Segmentation', '3D Part Segmentation', 'Scene Segmentation', 'One-Shot Segmentation', 'Semi-Supervised Semantic Segmentation', 'UNET Segmentation', 'Polyp Segmentation', 'Panoptic Segmentation', 'Unsupervised Semantic Segmentation', 'Weakly-Supervised Semantic Segmentation', 'Aerial Video Semantic Segmentation', 'indoor scene understanding', '3D Semantic Segmentation', 'Tumor Segmentation', 'Road Segementation']"
"614"	"3D Semantic Segmentation"	"['Computer Vision']"	"['Semantic Segmentation']"	"['Real-Time 3D Semantic Segmentation', 'furniture segmentation']"	"['Histopathological Segmentation', '4D Spatio Temporal Semantic Segmentation', 'Attentive segmentation networks', 'Real-Time Semantic Segmentation', '3D Part Segmentation', 'Scene Segmentation', 'One-Shot Segmentation', 'Semi-Supervised Semantic Segmentation', 'UNET Segmentation', 'Polyp Segmentation', 'Panoptic Segmentation', 'Unsupervised Semantic Segmentation', 'Weakly-Supervised Semantic Segmentation', 'Aerial Video Semantic Segmentation', 'indoor scene understanding', '3D Semantic Segmentation', 'Tumor Segmentation', 'Road Segementation']"
"615"	"Real-Time Semantic Segmentation"	"[]"	"['Semantic Segmentation']"	"[]"	"['Histopathological Segmentation', '4D Spatio Temporal Semantic Segmentation', 'Attentive segmentation networks', 'Real-Time Semantic Segmentation', '3D Part Segmentation', 'Scene Segmentation', 'One-Shot Segmentation', 'Semi-Supervised Semantic Segmentation', 'UNET Segmentation', 'Polyp Segmentation', 'Panoptic Segmentation', 'Unsupervised Semantic Segmentation', 'Weakly-Supervised Semantic Segmentation', 'Aerial Video Semantic Segmentation', 'indoor scene understanding', '3D Semantic Segmentation', 'Tumor Segmentation', 'Road Segementation']"
"616"	"Scene Segmentation"	"[]"	"['Semantic Segmentation']"	"[]"	"['Histopathological Segmentation', '4D Spatio Temporal Semantic Segmentation', 'Attentive segmentation networks', 'Real-Time Semantic Segmentation', '3D Part Segmentation', 'Scene Segmentation', 'One-Shot Segmentation', 'Semi-Supervised Semantic Segmentation', 'UNET Segmentation', 'Polyp Segmentation', 'Panoptic Segmentation', 'Unsupervised Semantic Segmentation', 'Weakly-Supervised Semantic Segmentation', 'Aerial Video Semantic Segmentation', 'indoor scene understanding', '3D Semantic Segmentation', 'Tumor Segmentation', 'Road Segementation']"
"617"	"Panoptic Segmentation"	"[]"	"['Semantic Segmentation']"	"[]"	"['Histopathological Segmentation', '4D Spatio Temporal Semantic Segmentation', 'Attentive segmentation networks', 'Real-Time Semantic Segmentation', '3D Part Segmentation', 'Scene Segmentation', 'One-Shot Segmentation', 'Semi-Supervised Semantic Segmentation', 'UNET Segmentation', 'Polyp Segmentation', 'Panoptic Segmentation', 'Unsupervised Semantic Segmentation', 'Weakly-Supervised Semantic Segmentation', 'Aerial Video Semantic Segmentation', 'indoor scene understanding', '3D Semantic Segmentation', 'Tumor Segmentation', 'Road Segementation']"
"618"	"Weakly-Supervised Semantic Segmentation"	"[]"	"['Semantic Segmentation']"	"[]"	"['Histopathological Segmentation', '4D Spatio Temporal Semantic Segmentation', 'Attentive segmentation networks', 'Real-Time Semantic Segmentation', '3D Part Segmentation', 'Scene Segmentation', 'One-Shot Segmentation', 'Semi-Supervised Semantic Segmentation', 'UNET Segmentation', 'Polyp Segmentation', 'Panoptic Segmentation', 'Unsupervised Semantic Segmentation', 'Weakly-Supervised Semantic Segmentation', 'Aerial Video Semantic Segmentation', 'indoor scene understanding', '3D Semantic Segmentation', 'Tumor Segmentation', 'Road Segementation']"
"619"	"3D Part Segmentation"	"[]"	"['Semantic Segmentation']"	"[]"	"['Histopathological Segmentation', '4D Spatio Temporal Semantic Segmentation', 'Attentive segmentation networks', 'Real-Time Semantic Segmentation', '3D Part Segmentation', 'Scene Segmentation', 'One-Shot Segmentation', 'Semi-Supervised Semantic Segmentation', 'UNET Segmentation', 'Polyp Segmentation', 'Panoptic Segmentation', 'Unsupervised Semantic Segmentation', 'Weakly-Supervised Semantic Segmentation', 'Aerial Video Semantic Segmentation', 'indoor scene understanding', '3D Semantic Segmentation', 'Tumor Segmentation', 'Road Segementation']"
"620"	"Semi-Supervised Semantic Segmentation"	"[]"	"['Semantic Segmentation']"	"[]"	"['Histopathological Segmentation', '4D Spatio Temporal Semantic Segmentation', 'Attentive segmentation networks', 'Real-Time Semantic Segmentation', '3D Part Segmentation', 'Scene Segmentation', 'One-Shot Segmentation', 'Semi-Supervised Semantic Segmentation', 'UNET Segmentation', 'Polyp Segmentation', 'Panoptic Segmentation', 'Unsupervised Semantic Segmentation', 'Weakly-Supervised Semantic Segmentation', 'Aerial Video Semantic Segmentation', 'indoor scene understanding', '3D Semantic Segmentation', 'Tumor Segmentation', 'Road Segementation']"
"621"	"One-Shot Segmentation"	"[]"	"['Semantic Segmentation']"	"[]"	"['Histopathological Segmentation', '4D Spatio Temporal Semantic Segmentation', 'Attentive segmentation networks', 'Real-Time Semantic Segmentation', '3D Part Segmentation', 'Scene Segmentation', 'One-Shot Segmentation', 'Semi-Supervised Semantic Segmentation', 'UNET Segmentation', 'Polyp Segmentation', 'Panoptic Segmentation', 'Unsupervised Semantic Segmentation', 'Weakly-Supervised Semantic Segmentation', 'Aerial Video Semantic Segmentation', 'indoor scene understanding', '3D Semantic Segmentation', 'Tumor Segmentation', 'Road Segementation']"
"622"	"indoor scene understanding"	"['Computer Vision']"	"['Semantic Segmentation', 'Visual Place Recognition']"	"['Indoor Localization']"	"['Weakly-Supervised Semantic Segmentation', 'indoor scene understanding', 'Attentive segmentation networks', 'Road Segementation', 'Real-Time Semantic Segmentation', 'Polyp Segmentation', 'Panoptic Segmentation', 'Unsupervised Semantic Segmentation', 'Histopathological Segmentation', '4D Spatio Temporal Semantic Segmentation', 'Tumor Segmentation', '3D Part Segmentation', 'Scene Segmentation', 'One-Shot Segmentation', 'Semi-Supervised Semantic Segmentation', 'UNET Segmentation', 'Indoor Localization', 'Aerial Video Semantic Segmentation', '3D Semantic Segmentation']"
"623"	"Unsupervised Semantic Segmentation"	"[]"	"['Semantic Segmentation']"	"[]"	"['Histopathological Segmentation', '4D Spatio Temporal Semantic Segmentation', 'Attentive segmentation networks', 'Real-Time Semantic Segmentation', '3D Part Segmentation', 'Scene Segmentation', 'One-Shot Segmentation', 'Semi-Supervised Semantic Segmentation', 'UNET Segmentation', 'Polyp Segmentation', 'Panoptic Segmentation', 'Unsupervised Semantic Segmentation', 'Weakly-Supervised Semantic Segmentation', 'Aerial Video Semantic Segmentation', 'indoor scene understanding', '3D Semantic Segmentation', 'Tumor Segmentation', 'Road Segementation']"
"624"	"4D Spatio Temporal Semantic Segmentation"	"['Computer Vision']"	"['Semantic Segmentation']"	"[]"	"['Histopathological Segmentation', '4D Spatio Temporal Semantic Segmentation', 'Attentive segmentation networks', 'Real-Time Semantic Segmentation', '3D Part Segmentation', 'Scene Segmentation', 'One-Shot Segmentation', 'Semi-Supervised Semantic Segmentation', 'UNET Segmentation', 'Polyp Segmentation', 'Panoptic Segmentation', 'Unsupervised Semantic Segmentation', 'Weakly-Supervised Semantic Segmentation', 'Aerial Video Semantic Segmentation', 'indoor scene understanding', '3D Semantic Segmentation', 'Tumor Segmentation', 'Road Segementation']"
"625"	"Attentive segmentation networks"	"[]"	"['Semantic Segmentation']"	"[]"	"['Histopathological Segmentation', '4D Spatio Temporal Semantic Segmentation', 'Attentive segmentation networks', 'Real-Time Semantic Segmentation', '3D Part Segmentation', 'Scene Segmentation', 'One-Shot Segmentation', 'Semi-Supervised Semantic Segmentation', 'UNET Segmentation', 'Polyp Segmentation', 'Panoptic Segmentation', 'Unsupervised Semantic Segmentation', 'Weakly-Supervised Semantic Segmentation', 'Aerial Video Semantic Segmentation', 'indoor scene understanding', '3D Semantic Segmentation', 'Tumor Segmentation', 'Road Segementation']"
"626"	"UNET Segmentation"	"[]"	"['Semantic Segmentation']"	"[]"	"['Histopathological Segmentation', '4D Spatio Temporal Semantic Segmentation', 'Attentive segmentation networks', 'Real-Time Semantic Segmentation', '3D Part Segmentation', 'Scene Segmentation', 'One-Shot Segmentation', 'Semi-Supervised Semantic Segmentation', 'UNET Segmentation', 'Polyp Segmentation', 'Panoptic Segmentation', 'Unsupervised Semantic Segmentation', 'Weakly-Supervised Semantic Segmentation', 'Aerial Video Semantic Segmentation', 'indoor scene understanding', '3D Semantic Segmentation', 'Tumor Segmentation', 'Road Segementation']"
"627"	"Histopathological Segmentation"	"[]"	"['Semantic Segmentation']"	"[]"	"['Histopathological Segmentation', '4D Spatio Temporal Semantic Segmentation', 'Attentive segmentation networks', 'Real-Time Semantic Segmentation', '3D Part Segmentation', 'Scene Segmentation', 'One-Shot Segmentation', 'Semi-Supervised Semantic Segmentation', 'UNET Segmentation', 'Polyp Segmentation', 'Panoptic Segmentation', 'Unsupervised Semantic Segmentation', 'Weakly-Supervised Semantic Segmentation', 'Aerial Video Semantic Segmentation', 'indoor scene understanding', '3D Semantic Segmentation', 'Tumor Segmentation', 'Road Segementation']"
"628"	"Road Segementation"	"[]"	"['Semantic Segmentation']"	"[]"	"['Histopathological Segmentation', '4D Spatio Temporal Semantic Segmentation', 'Attentive segmentation networks', 'Real-Time Semantic Segmentation', '3D Part Segmentation', 'Scene Segmentation', 'One-Shot Segmentation', 'Semi-Supervised Semantic Segmentation', 'UNET Segmentation', 'Polyp Segmentation', 'Panoptic Segmentation', 'Unsupervised Semantic Segmentation', 'Weakly-Supervised Semantic Segmentation', 'Aerial Video Semantic Segmentation', 'indoor scene understanding', '3D Semantic Segmentation', 'Tumor Segmentation', 'Road Segementation']"
"629"	"Aerial Video Semantic Segmentation"	"[]"	"['Semantic Segmentation']"	"[]"	"['Histopathological Segmentation', '4D Spatio Temporal Semantic Segmentation', 'Attentive segmentation networks', 'Real-Time Semantic Segmentation', '3D Part Segmentation', 'Scene Segmentation', 'One-Shot Segmentation', 'Semi-Supervised Semantic Segmentation', 'UNET Segmentation', 'Polyp Segmentation', 'Panoptic Segmentation', 'Unsupervised Semantic Segmentation', 'Weakly-Supervised Semantic Segmentation', 'Aerial Video Semantic Segmentation', 'indoor scene understanding', '3D Semantic Segmentation', 'Tumor Segmentation', 'Road Segementation']"
"630"	"Polyp Segmentation"	"[]"	"['Semantic Segmentation']"	"[]"	"['Histopathological Segmentation', '4D Spatio Temporal Semantic Segmentation', 'Attentive segmentation networks', 'Real-Time Semantic Segmentation', '3D Part Segmentation', 'Scene Segmentation', 'One-Shot Segmentation', 'Semi-Supervised Semantic Segmentation', 'UNET Segmentation', 'Polyp Segmentation', 'Panoptic Segmentation', 'Unsupervised Semantic Segmentation', 'Weakly-Supervised Semantic Segmentation', 'Aerial Video Semantic Segmentation', 'indoor scene understanding', '3D Semantic Segmentation', 'Tumor Segmentation', 'Road Segementation']"
"631"	"Object Localization"	"['Computer Vision']"	"[]"	"['Weakly-Supervised Object Localization', 'Image-Based Localization', 'Monocular 3D Object Localization', 'Active Object Localization', 'Unsupervised Object Localization']"	"[]"
"632"	"Weakly-Supervised Object Localization"	"[]"	"['Object Localization']"	"[]"	"['Monocular 3D Object Localization', 'Active Object Localization', 'Unsupervised Object Localization', 'Weakly-Supervised Object Localization', 'Image-Based Localization']"
"633"	"Image-Based Localization"	"[]"	"['Object Localization']"	"[]"	"['Monocular 3D Object Localization', 'Active Object Localization', 'Unsupervised Object Localization', 'Weakly-Supervised Object Localization', 'Image-Based Localization']"
"634"	"Monocular 3D Object Localization"	"[]"	"['Object Localization']"	"[]"	"['Monocular 3D Object Localization', 'Active Object Localization', 'Unsupervised Object Localization', 'Weakly-Supervised Object Localization', 'Image-Based Localization']"
"635"	"Active Object Localization"	"[]"	"['Object Localization']"	"[]"	"['Monocular 3D Object Localization', 'Active Object Localization', 'Unsupervised Object Localization', 'Weakly-Supervised Object Localization', 'Image-Based Localization']"
"636"	"Unsupervised Object Localization"	"[]"	"['Object Localization']"	"[]"	"['Monocular 3D Object Localization', 'Active Object Localization', 'Unsupervised Object Localization', 'Weakly-Supervised Object Localization', 'Image-Based Localization']"
"637"	"Emotion Recognition"	"['Computer Vision', 'Natural Language Processing', 'Speech', 'Miscellaneous']"	"[]"	"['Speech Emotion Recognition', 'Emotion Recognition in Conversation', 'Multimodal Emotion Recognition', 'Emotion-Cause Pair Extraction', 'Emotion Cause Extraction', 'Emotion Recognition in Context', 'Video Emotion Recognition', 'EEG Emotion Recognition']"	"[]"
"638"	"Speech Emotion Recognition"	"[]"	"['Emotion Recognition']"	"[]"	"['Speech Emotion Recognition', 'Emotion Cause Extraction', 'EEG Emotion Recognition', 'Emotion Recognition in Context', 'Emotion-Cause Pair Extraction', 'Emotion Recognition in Conversation', 'Multimodal Emotion Recognition', 'Video Emotion Recognition']"
"639"	"Emotion Recognition in Conversation"	"[]"	"['Emotion Recognition']"	"[]"	"['Speech Emotion Recognition', 'Emotion Cause Extraction', 'EEG Emotion Recognition', 'Emotion Recognition in Context', 'Emotion-Cause Pair Extraction', 'Emotion Recognition in Conversation', 'Multimodal Emotion Recognition', 'Video Emotion Recognition']"
"640"	"Multimodal Emotion Recognition"	"[]"	"['Emotion Recognition']"	"[]"	"['Speech Emotion Recognition', 'Emotion Cause Extraction', 'EEG Emotion Recognition', 'Emotion Recognition in Context', 'Emotion-Cause Pair Extraction', 'Emotion Recognition in Conversation', 'Multimodal Emotion Recognition', 'Video Emotion Recognition']"
"641"	"Emotion-Cause Pair Extraction"	"[]"	"['Emotion Recognition']"	"[]"	"['Speech Emotion Recognition', 'Emotion Cause Extraction', 'EEG Emotion Recognition', 'Emotion Recognition in Context', 'Emotion-Cause Pair Extraction', 'Emotion Recognition in Conversation', 'Multimodal Emotion Recognition', 'Video Emotion Recognition']"
"642"	"Emotion Cause Extraction"	"[]"	"['Emotion Recognition']"	"[]"	"['Speech Emotion Recognition', 'Emotion Cause Extraction', 'EEG Emotion Recognition', 'Emotion Recognition in Context', 'Emotion-Cause Pair Extraction', 'Emotion Recognition in Conversation', 'Multimodal Emotion Recognition', 'Video Emotion Recognition']"
"643"	"Emotion Recognition in Context"	"[]"	"['Emotion Recognition']"	"[]"	"['Speech Emotion Recognition', 'Emotion Cause Extraction', 'EEG Emotion Recognition', 'Emotion Recognition in Context', 'Emotion-Cause Pair Extraction', 'Emotion Recognition in Conversation', 'Multimodal Emotion Recognition', 'Video Emotion Recognition']"
"644"	"Video Emotion Recognition"	"[]"	"['Emotion Recognition']"	"[]"	"['Speech Emotion Recognition', 'Emotion Cause Extraction', 'EEG Emotion Recognition', 'Emotion Recognition in Context', 'Emotion-Cause Pair Extraction', 'Emotion Recognition in Conversation', 'Multimodal Emotion Recognition', 'Video Emotion Recognition']"
"645"	"EEG Emotion Recognition"	"[]"	"['Emotion Recognition']"	"[]"	"['Speech Emotion Recognition', 'Emotion Cause Extraction', 'EEG Emotion Recognition', 'Emotion Recognition in Context', 'Emotion-Cause Pair Extraction', 'Emotion Recognition in Conversation', 'Multimodal Emotion Recognition', 'Video Emotion Recognition']"
"646"	"Temporal Localization"	"['Computer Vision']"	"[]"	"['Language-Based Temporal Localization']"	"[]"
"647"	"Language-Based Temporal Localization"	"[]"	"['Temporal Localization']"	"[]"	"['Language-Based Temporal Localization']"
"648"	"Action Localization"	"['Computer Vision']"	"[]"	"['Temporal Action Localization', 'Action Segmentation', 'Spatio-Temporal Action Localization']"	"[]"
"649"	"Action Segmentation"	"['Computer Vision']"	"['Action Localization']"	"['Weakly Supervised Action Segmentation (Transcript)']"	"['Action Segmentation', 'Temporal Action Localization', 'Spatio-Temporal Action Localization']"
"650"	"Spatio-Temporal Action Localization"	"[]"	"['Action Localization']"	"[]"	"['Action Segmentation', 'Temporal Action Localization', 'Spatio-Temporal Action Localization']"
"651"	"Visual Localization"	"['Computer Vision']"	"[]"	"[]"	"[]"
"652"	"Hand"	"['Computer Vision']"	"[]"	"['Hand Pose Estimation', 'Hand Gesture Recognition', 'Hand-Gesture Recognition', 'Hand Segmentation', 'Gesture-to-Gesture Translation', 'Hand Keypoint Localization']"	"[]"
"653"	"Hand Pose Estimation"	"['Graphs', 'Computer Vision']"	"['Hand', 'Pose Estimation']"	"['3D Hand Pose Estimation']"	"['Human Pose Forecasting', 'Hand Pose Estimation', 'Hand Keypoint Localization', 'Hand-Gesture Recognition', 'Gesture-to-Gesture Translation', 'Activeness Detection', 'Head Pose Estimation', 'Animal Pose Estimation', '3D Pose Estimation', 'RF-based Pose Estimation', '6D Pose Estimation using RGB', 'Hand Segmentation', 'Hand Gesture Recognition', '6D Pose Estimation using RGBD', 'Hand Joint Reconstruction', 'Keypoint Detection', '3D Human Pose Estimation', 'Multi-Person Pose Estimation', 'Vehicle Pose Estimation', '6D Pose Estimation']"
